"","Sales_Rep","Business","Age","Female","Years","College","Certficates","Feedback","Salary","NPS","Diplomat","Explorer","Sentinel","Analyst"
"12424",12424,0,46,0,1,1,4,3.64,90000,8,0,0,0,1
"12425",12425,0,32,1,1,1,4,3.84,88600,8,1,0,0,0
"12427",12427,0,33,0,2,1,5,2.11,98000,9,1,0,0,0
"12430",12430,0,61,0,1,1,3,1.26,95000,6,0,1,0,0
"12432",12432,0,44,0,4,1,1,1.56,82000,4,0,1,0,0
"12438",12438,0,28,1,6,1,4,4,101400,9,1,0,0,0
"12440",12440,0,25,0,2,1,4,2.18,50000,5,0,1,0,0
"12441",12441,0,51,0,2,1,3,2.6,103000,9,0,1,0,0
"12442",12442,0,39,0,2,1,0,4,79000,8,0,1,0,0
"12446",12446,0,39,0,2,1,3,1.85,70000,8,1,0,0,0
"12448",12448,0,35,1,3,1,1,3.52,49000,6,0,1,0,0
"12449",12449,0,38,1,2,0,5,3.01,56400,5,1,0,0,0
"12453",12453,0,43,0,6,1,2,3.11,65000,4,0,0,1,0
"12456",12456,0,29,0,2,1,4,3.05,65000,9,0,1,0,0
"12457",12457,0,31,0,1,0,1,3.89,72000,10,0,1,0,0
"12460",12460,0,38,1,1,1,4,2.02,95400,7,1,0,0,0
"12461",12461,0,43,0,1,1,3,2.47,109000,7,0,1,0,0
"12462",12462,0,29,0,3,1,5,2.5,49000,6,0,0,1,0
"12463",12463,0,60,0,6,1,2,1.54,87000,5,1,0,0,0
"12464",12464,0,43,0,2,0,2,1.97,51000,3,0,0,1,0
"12466",12466,0,51,1,1,1,2,1.8,67800,6,1,0,0,0
"12468",12468,0,33,1,6,1,0,1.62,59400,5,0,1,0,0
"12469",12469,0,43,0,2,1,1,3.2,83000,7,1,0,0,0
"12470",12470,0,57,1,2,0,1,3.67,38600,3,0,0,1,0
"12472",12472,0,42,1,1,1,4,1.46,89600,8,0,1,0,0
"12475",12475,0,35,0,3,0,0,1.73,47000,4,0,1,0,0
"12479",12479,0,59,0,2,1,0,3.34,76000,4,1,0,0,0
"12482",12482,0,63,1,2,0,2,4,50400,6,1,0,0,0
"12483",12483,0,37,1,2,1,2,1.33,48600,3,0,0,0,1
"12485",12485,0,58,0,1,1,1,3.28,71000,5,1,0,0,0
"12486",12486,0,35,0,1,1,2,3.2,60000,4,0,1,0,0
"12487",12487,0,41,1,2,1,1,4,68800,6,1,0,0,0
"12488",12488,0,52,0,2,1,4,3.03,99000,9,1,0,0,0
"12493",12493,0,63,1,9,1,2,2.96,54400,8,0,0,1,0
"12494",12494,0,44,0,1,0,2,4,74000,5,0,0,1,0
"12497",12497,0,36,0,7,1,3,3.32,96000,5,1,0,0,0
"12503",12503,0,64,0,3,0,2,1.25,47000,5,1,0,0,0
"12505",12505,0,33,0,6,1,2,2.67,67000,5,0,1,0,0
"12506",12506,0,65,0,9,1,3,1.8,64000,5,0,0,1,0
"12508",12508,0,55,0,1,1,5,3.39,120000,7,0,0,1,0
"12512",12512,0,49,0,1,0,0,2.29,56000,4,1,0,0,0
"12514",12514,0,30,0,2,1,4,1.14,64000,8,0,1,0,0
"12515",12515,0,60,0,2,1,4,1.87,91000,8,0,1,0,0
"12517",12517,0,44,1,13,0,2,1.88,48200,6,1,0,0,0
"12520",12520,0,25,1,2,0,4,3.56,49000,7,0,0,1,0
"12523",12523,0,59,1,1,1,6,3.95,168200,10,1,0,0,0
"12524",12524,0,63,1,2,1,4,2.17,69400,6,0,1,0,0
"12525",12525,0,26,0,8,1,2,2.54,72000,9,1,0,0,0
"12527",12527,0,36,1,2,1,3,2.92,72800,5,1,0,0,0
"12528",12528,0,31,1,2,1,5,2.98,99800,9,1,0,0,0
"12531",12531,0,56,0,1,1,3,3.63,123000,6,1,0,0,0
"12532",12532,0,63,0,5,1,1,2.87,71000,8,0,1,0,0
"12533",12533,0,57,1,2,1,2,1.55,59600,8,1,0,0,0
"12534",12534,0,37,1,2,1,3,3.4,72600,8,0,1,0,0
"12538",12538,0,29,0,1,1,3,4,74000,5,0,0,0,1
"12539",12539,0,60,1,2,1,2,2.92,68000,7,1,0,0,0
"12540",12540,0,63,1,1,0,5,3.74,69400,5,0,0,1,0
"12541",12541,0,45,1,1,1,2,3.51,88000,5,1,0,0,0
"12542",12542,0,45,0,2,1,2,3.07,94000,9,0,1,0,0
"12543",12543,0,62,1,2,1,0,2.23,46600,4,0,0,0,1
"12545",12545,0,62,0,1,0,3,4,74000,9,0,1,0,0
"12550",12550,0,60,0,2,1,3,3.73,81000,6,0,0,1,0
"12551",12551,0,49,1,2,0,2,2.32,56200,4,1,0,0,0
"12557",12557,0,58,1,2,0,1,2.45,47400,3,1,0,0,0
"12558",12558,0,33,0,1,1,1,2.94,61000,4,0,0,1,0
"12561",12561,0,43,1,3,0,2,2.08,52400,7,1,0,0,0
"12564",12564,0,55,0,3,1,5,2.85,87000,10,0,0,1,0
"12565",12565,0,45,1,2,1,0,2.21,54000,4,0,1,0,0
"12567",12567,0,38,0,1,1,1,2.26,82000,4,0,1,0,0
"12570",12570,0,40,1,8,0,0,1.69,38000,5,0,1,0,0
"12571",12571,0,51,0,2,0,3,2.72,102000,9,0,1,0,0
"12572",12572,0,49,1,7,1,5,2.3,84200,6,0,0,1,0
"12574",12574,0,60,1,1,1,1,2.07,64000,4,0,1,0,0
"12575",12575,0,59,1,2,0,1,1.12,39200,5,1,0,0,0
"12577",12577,0,26,0,4,1,3,2.7,75000,8,1,0,0,0
"12578",12578,0,55,0,9,1,4,4,111000,9,1,0,0,0
"12579",12579,0,37,0,2,1,0,2.9,85000,7,1,0,0,0
"12581",12581,0,29,0,1,1,1,3.04,65000,4,0,1,0,0
"12583",12583,0,28,0,2,1,4,4,75000,10,0,0,1,0
"12584",12584,0,57,0,1,1,2,2.91,50000,3,0,0,0,1
"12585",12585,0,36,0,2,1,4,1.44,88000,5,0,1,0,0
"12587",12587,0,51,1,1,0,5,3.25,64800,8,0,0,0,1
"12589",12589,0,51,0,1,1,3,4,103000,6,0,0,0,1
"12590",12590,0,26,1,1,0,3,1.44,41800,6,0,1,0,0
"12593",12593,0,58,1,11,1,1,1.79,47400,9,1,0,0,0
"12594",12594,0,35,0,12,0,3,2.11,82000,10,1,0,0,0
"12597",12597,0,58,0,1,1,1,1.68,69000,5,1,0,0,0
"12598",12598,0,45,0,2,1,2,3.16,77000,9,0,1,0,0
"12600",12600,0,44,0,1,1,1,1.25,76000,4,1,0,0,0
"12601",12601,0,58,0,7,0,4,3.94,103000,8,0,1,0,0
"12607",12607,0,40,0,1,1,1,4,67000,4,0,0,1,0
"12608",12608,0,38,0,2,1,0,3.13,60000,4,1,0,0,0
"12612",12612,0,31,0,1,1,1,3.41,70000,4,1,0,0,0
"12615",12615,0,64,0,2,0,2,1.13,63000,5,0,1,0,0
"12618",12618,0,44,0,1,0,5,4,126000,9,0,1,0,0
"12619",12619,0,37,0,4,1,4,3.37,85000,6,0,0,1,0
"12625",12625,0,40,0,1,0,0,3.67,80000,7,0,1,0,0
"12628",12628,0,40,1,1,1,2,1.11,60000,5,0,1,0,0
"12630",12630,0,50,0,2,1,5,2.22,84000,8,0,1,0,0
"12633",12633,0,56,1,1,0,1,4,82800,7,0,1,0,0
"12634",12634,0,26,0,2,1,3,2.58,52000,4,1,0,0,0
"12638",12638,0,58,1,1,1,4,2.27,82400,7,1,0,0,0
"12639",12639,0,60,0,2,1,1,3.59,71000,5,1,0,0,0
"12640",12640,0,64,0,1,1,3,2.97,92000,8,1,0,0,0
"12644",12644,0,25,1,1,1,1,2.89,52000,5,1,0,0,0
"12645",12645,0,26,0,2,1,3,3.63,64000,5,1,0,0,0
"12646",12646,0,63,0,1,0,1,1.65,60000,4,0,1,0,0
"12647",12647,0,27,1,1,1,3,2.14,68600,7,0,1,0,0
"12648",12648,0,61,1,7,1,1,1.65,37800,3,0,0,1,0
"12649",12649,0,37,0,1,1,4,1.72,70000,4,0,0,0,1
"12651",12651,0,50,0,1,1,1,3.56,81000,8,1,0,0,0
"12652",12652,0,58,0,1,1,2,2.87,83000,4,1,0,0,0
"12657",12657,0,62,0,13,0,0,3.57,76000,8,1,0,0,0
"12658",12658,0,30,0,2,1,4,2.6,75000,9,1,0,0,0
"12659",12659,0,25,1,1,1,5,1.68,57000,7,0,0,1,0
"12662",12662,0,35,1,8,1,4,1.54,74000,8,0,0,1,0
"12668",12668,0,26,1,2,0,4,3.02,49800,3,1,0,0,0
"12670",12670,0,29,1,2,1,0,2.64,61200,4,0,0,0,1
"12671",12671,0,51,0,1,1,5,3.84,128000,9,0,1,0,0
"12672",12672,0,41,1,1,1,3,3.25,93800,7,0,1,0,0
"12674",12674,0,31,1,2,1,1,1.75,62800,8,0,1,0,0
"12680",12680,0,41,0,2,0,1,1.41,29000,2,0,0,1,0
"12681",12681,0,58,1,1,1,4,3.37,66400,4,0,0,1,0
"12683",12683,0,24,1,2,1,5,2.05,55200,6,0,0,1,0
"12686",12686,0,56,0,6,1,1,4,118000,10,0,1,0,0
"12687",12687,0,55,1,2,1,3,1.11,72000,6,0,1,0,0
"12689",12689,0,46,1,2,1,1,1.24,57800,5,1,0,0,0
"12694",12694,0,27,1,2,1,1,1.14,53600,4,0,1,0,0
"12695",12695,0,51,0,1,1,2,3.7,60000,4,0,0,0,1
"12698",12698,0,27,0,1,1,2,2.82,44000,5,0,0,0,1
"12705",12705,0,39,0,2,1,1,2.86,59000,4,0,0,0,1
"12707",12707,0,28,0,10,1,0,2.15,48000,4,1,0,0,0
"12708",12708,0,50,1,1,1,2,3.49,73000,3,0,1,0,0
"12710",12710,0,47,1,2,1,3,2.68,79600,6,1,0,0,0
"12711",12711,0,48,0,4,1,2,1.27,64000,5,1,0,0,0
"12712",12712,0,56,1,1,1,5,2.22,54800,10,0,0,0,1
"12714",12714,0,38,0,2,1,5,2.42,76000,6,0,0,1,0
"12716",12716,0,37,0,1,0,3,4,87000,4,0,0,1,0
"12717",12717,0,59,1,2,1,4,1.63,90200,9,0,1,0,0
"12718",12718,0,47,1,2,1,2,2.89,63600,6,0,0,0,1
"12719",12719,0,33,0,5,1,6,1.31,113000,10,1,0,0,0
"12720",12720,0,53,1,5,0,3,1.98,74400,5,0,1,0,0
"12722",12722,0,35,0,1,1,1,1.55,59000,4,1,0,0,0
"12728",12728,0,45,1,1,1,2,2.69,72000,10,1,0,0,0
"12733",12733,0,38,1,1,0,2,3.36,69400,6,0,1,0,0
"12734",12734,0,58,0,1,1,5,3.83,113000,9,0,1,0,0
"12735",12735,0,51,0,1,1,0,2.81,54000,3,0,1,0,0
"12739",12739,0,57,1,2,1,3,2.2,58600,4,0,0,0,1
"12740",12740,0,54,1,2,0,4,1.54,85200,5,0,1,0,0
"12741",12741,0,45,0,2,1,4,3.24,126000,9,1,0,0,0
"12742",12742,0,38,0,10,1,4,1.16,67000,10,0,1,0,0
"12748",12748,0,55,1,3,0,5,1.32,53000,5,0,0,0,1
"12750",12750,0,30,0,2,1,1,3.25,73000,5,0,1,0,0
"12752",12752,0,59,0,2,1,6,2.63,77000,6,0,1,0,0
"12754",12754,0,54,1,2,1,4,2.59,72200,8,0,1,0,0
"12755",12755,0,36,0,1,1,0,1.46,30000,2,0,0,1,0
"12757",12757,0,42,0,2,1,1,2.36,87000,5,1,0,0,0
"12759",12759,0,58,1,2,1,3,3.02,66400,4,0,0,1,0
"12761",12761,0,50,0,2,0,1,1.34,41000,4,1,0,0,0
"12763",12763,0,62,0,1,0,4,3,91000,7,1,0,0,0
"12764",12764,0,59,0,2,1,0,1.66,72000,5,0,1,0,0
"12765",12765,0,25,0,1,1,1,2.19,52000,6,0,1,0,0
"12768",12768,0,46,0,1,0,0,2.59,52000,2,0,0,1,0
"12772",12772,0,59,0,1,1,1,2,69000,5,1,0,0,0
"12774",12774,0,52,0,9,1,0,4,99000,8,1,0,0,0
"12776",12776,0,32,0,1,0,1,1.35,38000,3,1,0,0,0
"12777",12777,0,29,0,5,1,0,2.14,40000,3,1,0,0,0
"12778",12778,0,39,1,2,1,1,2.32,69200,7,0,1,0,0
"12780",12780,0,57,0,2,1,1,1.99,49000,3,0,0,0,1
"12781",12781,0,65,0,4,1,5,1.75,78000,7,0,1,0,0
"12784",12784,0,64,0,3,0,1,3.42,45000,4,0,1,0,0
"12787",12787,0,65,0,2,1,2,2.7,59000,6,1,0,0,0
"12792",12792,0,29,1,6,1,4,4,95200,9,0,1,0,0
"12795",12795,0,27,0,1,1,0,2.83,67000,6,0,1,0,0
"12800",12800,0,38,0,3,0,2,2,49000,2,0,0,0,1
"12801",12801,0,49,0,1,1,1,4,106000,8,0,1,0,0
"12802",12802,0,57,1,4,1,3,1.74,69600,5,0,0,0,1
"12803",12803,0,27,0,3,1,2,3.82,64000,8,1,0,0,0
"12807",12807,0,62,0,9,1,3,1.94,75000,7,1,0,0,0
"12810",12810,0,61,0,2,1,2,2.79,107000,6,0,1,0,0
"12813",12813,0,53,1,10,1,0,2.89,78400,8,1,0,0,0
"12814",12814,0,36,0,10,1,3,2.38,77000,9,0,1,0,0
"12818",12818,0,49,0,3,1,5,2.07,79000,8,1,0,0,0
"12819",12819,0,50,0,2,1,2,1.66,65000,6,1,0,0,0
"12820",12820,0,28,0,2,1,4,3.09,63000,5,0,0,0,1
"12821",12821,0,46,1,1,1,1,3.09,98800,6,0,1,0,0
"12824",12824,0,51,0,8,1,5,3.59,128000,9,1,0,0,0
"12825",12825,0,43,0,1,0,4,3.12,60000,6,0,0,0,1
"12826",12826,0,35,0,8,1,4,3.37,93000,7,0,0,0,1
"12829",12829,0,62,0,5,0,2,3.59,92000,5,0,1,0,0
"12831",12831,0,30,0,13,1,3,1.31,61000,8,0,1,0,0
"12832",12832,0,41,1,6,1,1,2.37,56800,4,0,0,1,0
"12834",12834,0,56,0,1,1,3,2.02,107000,4,0,0,0,1
"12835",12835,0,52,0,2,0,4,4,111000,9,0,1,0,0
"12836",12836,0,26,0,2,1,1,1.14,50000,5,1,0,0,0
"12837",12837,0,30,0,1,1,3,2.96,56000,7,1,0,0,0
"12838",12838,0,58,1,2,1,1,1.66,54400,9,1,0,0,0
"12842",12842,0,27,1,7,1,1,2.6,74600,7,0,1,0,0
"12843",12843,0,62,1,1,1,1,3.01,66600,5,1,0,0,0
"12845",12845,0,57,0,2,1,0,4,77000,4,0,1,0,0
"12846",12846,0,31,1,1,1,0,1.33,54800,4,1,0,0,0
"12851",12851,0,63,1,10,0,4,1.15,78400,9,1,0,0,0
"12856",12856,0,29,1,2,0,0,1.31,33200,4,0,1,0,0
"12857",12857,0,28,1,2,1,0,2.7,58400,4,0,1,0,0
"12858",12858,0,60,1,2,0,1,1.19,40000,5,1,0,0,0
"12859",12859,0,33,1,1,1,5,1.86,75400,6,1,0,0,0
"12860",12860,0,47,0,2,0,5,1.77,71000,6,1,0,0,0
"12863",12863,0,65,0,2,1,5,1.98,60000,9,0,1,0,0
"12865",12865,0,55,0,2,1,4,1.87,85000,9,1,0,0,0
"12873",12873,0,58,0,2,1,3,2.1,76000,5,1,0,0,0
"12875",12875,0,37,1,1,1,2,3.55,48600,3,0,1,0,0
"12877",12877,0,55,1,2,0,2,4,108000,7,0,1,0,0
"12879",12879,0,41,0,1,1,5,2.82,132000,9,0,1,0,0
"12886",12886,0,45,1,3,0,2,3.34,57000,7,0,0,0,1
"12889",12889,0,39,0,1,1,1,3.28,78000,3,1,0,0,0
"12890",12890,0,50,0,2,0,1,1.99,58000,5,0,1,0,0
"12893",12893,0,58,0,2,1,1,2.19,80000,6,0,1,0,0
"12894",12894,0,24,1,7,1,4,1.79,75200,10,0,1,0,0
"12895",12895,0,41,0,2,1,3,4,135000,9,0,1,0,0
"12898",12898,0,51,1,2,1,2,3.9,61800,5,0,0,1,0
"12900",12900,0,33,0,2,1,1,2.31,51000,4,0,0,1,0
"12903",12903,0,56,1,2,0,1,2.39,47800,5,1,0,0,0
"12906",12906,0,48,0,1,1,1,3.22,77000,7,0,1,0,0
"12907",12907,0,62,1,4,0,1,2.12,43600,3,0,0,1,0
"12910",12910,0,29,0,8,1,2,3.79,56000,7,0,0,1,0
"12911",12911,0,33,0,1,1,2,3.47,70000,8,1,0,0,0
"12913",12913,0,49,0,1,0,0,1.9,44000,4,1,0,0,0
"12914",12914,0,43,1,2,0,2,2.07,70400,5,1,0,0,0
"12915",12915,0,37,0,12,1,2,2.59,45000,3,0,0,1,0
"12919",12919,0,47,0,1,0,3,2.18,66000,5,0,0,0,1
"12920",12920,0,52,0,2,1,1,2.14,73000,6,0,1,0,0
"12926",12926,0,63,0,2,1,2,3.25,55000,6,0,0,1,0
"12928",12928,0,32,0,1,1,1,2.21,44000,4,0,0,1,0
"12929",12929,0,55,0,8,1,2,1.79,108000,9,1,0,0,0
"12930",12930,0,33,1,2,0,1,3.87,58400,9,1,0,0,0
"12931",12931,0,47,0,13,1,3,2.73,92000,10,1,0,0,0
"12934",12934,0,42,0,1,1,5,2.43,122000,8,0,1,0,0
"12935",12935,0,39,0,2,1,1,2.53,87000,7,0,1,0,0
"12939",12939,0,32,0,2,1,3,1.95,75000,7,0,1,0,0
"12940",12940,0,44,1,2,1,2,2.41,77200,7,1,0,0,0
"12943",12943,0,59,0,1,0,5,4,143000,8,0,1,0,0
"12947",12947,0,51,1,2,1,1,1.6,51800,3,0,0,0,1
"12949",12949,0,48,1,1,1,0,1.85,51400,4,0,0,0,1
"12952",12952,0,54,0,5,1,3,2.29,118000,9,0,1,0,0
"12957",12957,0,65,1,2,1,1,3.29,68000,10,1,0,0,0
"12961",12961,0,32,0,12,1,2,4,71000,8,0,0,0,1
"12964",12964,0,48,0,3,0,3,3.37,92000,5,0,0,1,0
"12965",12965,0,38,0,5,1,2,1.8,85000,8,1,0,0,0
"12970",12970,0,47,1,1,1,5,2.42,101600,9,1,0,0,0
"12972",12972,0,32,0,2,0,4,1.84,50000,4,0,0,1,0
"12976",12976,0,58,1,2,1,2,4,88400,8,1,0,0,0
"12981",12981,0,25,1,1,0,2,3.92,52000,5,0,1,0,0
"12982",12982,0,25,0,2,1,3,4,75000,7,1,0,0,0
"12983",12983,0,29,0,2,1,3,1.35,75000,4,0,1,0,0
"12984",12984,0,40,0,12,1,2,2.06,64000,9,1,0,0,0
"12985",12985,0,50,0,2,0,2,2.19,71000,7,0,1,0,0
"12987",12987,0,56,0,4,1,6,4,127000,9,1,0,0,0
"12989",12989,0,36,0,1,1,4,1.18,84000,7,1,0,0,0
"12994",12994,0,46,1,1,1,1,3,60800,8,1,0,0,0
"13000",13000,0,54,0,2,1,1,1.41,57000,2,0,0,1,0
"13001",13001,0,27,0,1,1,3,1.85,54000,5,0,0,1,0
"13003",13003,0,31,0,2,1,2,3.92,87000,6,0,1,0,0
"13005",13005,0,53,0,1,1,3,2.17,77000,6,0,1,0,0
"13006",13006,0,36,0,12,1,6,3.34,90000,8,1,0,0,0
"13007",13007,0,25,0,1,0,1,4,67000,9,1,0,0,0
"13009",13009,0,39,0,2,1,4,2.52,110000,10,0,1,0,0
"13010",13010,0,46,0,1,1,1,2.12,70000,3,0,0,1,0
"13011",13011,0,53,1,1,0,4,3.92,89400,6,0,0,0,1
"13014",13014,0,26,0,2,1,5,1.25,66000,5,0,0,0,1
"13017",13017,0,60,1,4,0,1,2.09,55000,6,1,0,0,0
"13019",13019,0,53,1,1,0,1,3.39,54400,6,0,1,0,0
"13021",13021,0,30,0,1,1,2,3.67,72000,10,1,0,0,0
"13024",13024,0,41,0,2,1,5,2.54,87000,6,0,0,1,0
"13025",13025,0,61,0,1,1,1,3.23,68000,5,1,0,0,0
"13029",13029,0,37,1,6,1,1,2.07,56600,7,1,0,0,0
"13030",13030,0,63,0,2,1,5,1.7,101000,8,0,1,0,0
"13031",13031,0,65,0,1,1,4,3.4,64000,3,0,0,1,0
"13033",13033,0,41,0,1,0,5,4,145000,9,1,0,0,0
"13037",13037,0,38,0,1,1,4,1.93,101000,7,1,0,0,0
"13038",13038,0,27,0,1,1,2,1.14,49000,3,1,0,0,0
"13039",13039,0,60,0,2,1,2,2.02,57000,4,1,0,0,0
"13040",13040,0,35,0,2,0,3,3.51,79000,9,1,0,0,0
"13042",13042,0,33,0,2,1,4,2.61,99000,7,0,0,0,1
"13048",13048,0,35,0,2,1,2,3.56,60000,5,1,0,0,0
"13049",13049,0,26,0,2,0,3,1.6,52000,4,1,0,0,0
"13051",13051,0,60,0,2,1,0,2.23,60000,5,0,1,0,0
"13054",13054,0,37,0,2,0,1,2.16,67000,5,1,0,0,0
"13056",13056,0,30,0,2,1,0,2.86,52000,3,0,1,0,0
"13057",13057,0,28,0,2,0,5,1.19,60000,6,1,0,0,0
"13058",13058,0,56,0,2,1,2,2.11,102000,4,0,1,0,0
"13060",13060,0,31,0,2,1,3,3.67,98000,9,0,1,0,0
"13062",13062,0,61,1,1,0,3,3.06,83800,5,0,1,0,0
"13070",13070,0,59,0,2,1,5,1.88,109000,10,1,0,0,0
"13072",13072,0,39,0,6,0,2,2.79,54000,3,0,0,1,0
"13074",13074,0,54,1,7,1,0,2.98,50200,5,1,0,0,0
"13075",13075,0,58,1,9,0,1,3.47,68400,8,1,0,0,0
"13077",13077,0,49,1,1,0,1,2.29,42200,3,0,1,0,0
"13084",13084,0,39,1,1,1,4,1.94,72200,8,0,1,0,0
"13086",13086,0,40,0,2,1,5,1.9,109000,9,0,1,0,0
"13087",13087,0,44,0,1,1,5,3.98,131000,9,1,0,0,0
"13089",13089,0,58,0,2,1,4,2.27,56000,6,0,1,0,0
"13091",13091,0,49,0,3,0,4,4,103000,9,0,1,0,0
"13094",13094,0,61,1,2,1,1,2.27,65800,9,0,1,0,0
"13095",13095,0,24,0,1,0,1,2.56,46000,8,1,0,0,0
"13097",13097,0,63,0,3,1,1,2.84,61000,2,0,0,1,0
"13100",13100,0,29,0,2,0,2,1.55,65000,5,0,1,0,0
"13103",13103,0,33,1,2,1,1,1.43,48400,3,1,0,0,0
"13105",13105,0,26,0,1,1,6,2.57,60000,7,0,0,1,0
"13110",13110,0,32,1,1,1,3,2.87,49600,4,1,0,0,0
"13114",13114,0,64,0,6,1,0,3.38,70000,5,0,1,0,0
"13115",13115,0,34,1,1,1,2,3.59,49200,3,1,0,0,0
"13116",13116,0,61,0,1,1,1,3.49,57000,5,1,0,0,0
"13119",13119,0,50,0,1,1,3,4,104000,9,1,0,0,0
"13121",13121,0,31,1,1,1,1,2.76,55800,4,1,0,0,0
"13123",13123,0,25,1,6,0,0,2.31,38000,6,0,1,0,0
"13126",13126,0,54,0,2,1,3,2.8,89000,5,0,0,1,0
"13128",13128,0,51,0,5,1,5,3.08,96000,6,0,0,1,0
"13130",13130,0,35,1,2,1,5,2.22,72000,6,0,1,0,0
"13132",13132,0,45,0,1,1,3,3.65,90000,3,0,0,0,1
"13133",13133,0,34,1,8,1,5,2.04,98200,8,1,0,0,0
"13136",13136,0,62,0,6,1,1,3.05,60000,5,0,0,1,0
"13137",13137,0,30,0,2,0,2,1.43,47000,6,0,1,0,0
"13138",13138,0,61,0,2,1,1,2.13,67000,5,0,1,0,0
"13140",13140,0,63,1,13,1,2,2.36,57400,10,0,0,0,1
"13142",13142,0,52,0,2,1,1,4,98000,6,0,0,1,0
"13144",13144,0,53,1,1,1,5,1.56,76400,10,0,1,0,0
"13145",13145,0,37,0,2,1,2,3.14,61000,4,1,0,0,0
"13146",13146,0,37,1,1,1,2,2.57,45600,4,0,1,0,0
"13147",13147,0,33,1,11,0,5,2.65,96400,10,0,1,0,0
"13148",13148,0,46,1,2,1,2,1.8,71800,10,1,0,0,0
"13153",13153,0,55,0,5,1,4,2.15,73000,10,0,1,0,0
"13154",13154,0,27,0,1,1,1,3.47,54000,6,1,0,0,0
"13159",13159,0,44,1,1,1,3,2.54,73200,8,0,1,0,0
"13162",13162,0,36,1,2,0,6,2.33,71800,6,0,1,0,0
"13164",13164,0,32,0,2,1,2,2.36,73000,7,0,1,0,0
"13165",13165,0,47,1,2,0,1,1.72,58600,4,0,0,1,0
"13167",13167,0,32,1,1,1,1,1.23,48600,5,1,0,0,0
"13170",13170,0,56,0,10,1,3,2.12,91000,7,0,1,0,0
"13172",13172,0,48,0,3,1,3,2.39,72000,7,0,1,0,0
"13174",13174,0,25,1,2,1,1,2.66,49000,4,0,0,1,0
"13175",13175,0,60,1,1,1,5,2.77,98000,9,0,1,0,0
"13177",13177,0,24,1,1,1,1,4,75200,7,0,1,0,0
"13178",13178,0,34,1,2,1,1,2.19,50200,4,0,0,1,0
"13179",13179,0,47,0,2,0,1,1.49,63000,2,1,0,0,0
"13180",13180,0,37,0,3,1,2,3.64,69000,5,0,0,1,0
"13189",13189,0,47,0,1,1,3,2.42,80000,8,0,1,0,0
"13190",13190,0,41,0,1,1,5,1.94,85000,5,0,1,0,0
"13192",13192,0,51,0,2,1,1,3.37,87000,9,1,0,0,0
"13194",13194,0,27,0,4,1,5,3.87,91000,9,0,0,1,0
"13196",13196,0,25,0,4,1,1,4,71000,10,0,1,0,0
"13197",13197,0,24,0,1,1,3,2.07,46000,8,1,0,0,0
"13198",13198,0,60,0,1,1,2,4,109000,7,0,1,0,0
"13201",13201,0,40,1,1,1,4,2.62,85000,7,1,0,0,0
"13204",13204,0,49,0,7,1,1,1.21,74000,4,0,0,0,1
"13205",13205,0,24,0,2,1,1,3.11,58000,3,1,0,0,0
"13207",13207,0,49,0,1,1,2,3.79,54000,3,0,0,1,0
"13209",13209,0,43,1,1,1,1,1.31,65400,5,1,0,0,0
"13210",13210,0,42,0,6,1,4,2.87,96000,10,0,1,0,0
"13211",13211,0,48,0,2,1,1,1.68,74000,4,0,1,0,0
"13213",13213,0,28,1,2,1,1,4,77400,6,1,0,0,0
"13216",13216,0,55,0,1,1,3,2.55,77000,5,0,1,0,0
"13217",13217,0,31,1,4,0,0,2.88,58800,6,1,0,0,0
"13221",13221,0,64,1,2,1,4,3.64,61200,8,0,0,0,1
"13223",13223,0,62,0,12,1,3,2,81000,10,0,1,0,0
"13224",13224,0,40,0,5,1,2,1.66,83000,4,0,1,0,0
"13225",13225,0,31,1,3,1,4,1.8,71800,6,1,0,0,0
"13230",13230,0,63,1,8,1,0,2.72,50400,10,0,1,0,0
"13232",13232,0,45,1,2,0,4,1.5,55000,5,1,0,0,0
"13233",13233,0,26,1,2,1,3,2.29,59800,4,0,0,0,1
"13234",13234,0,62,0,2,1,1,4,66000,5,0,0,0,1
"13237",13237,0,56,1,2,1,2,1.65,71800,6,0,1,0,0
"13238",13238,0,57,0,1,0,1,2.58,49000,3,0,0,0,1
"13239",13239,0,53,0,2,1,3,3.31,101000,10,1,0,0,0
"13242",13242,0,39,0,1,0,5,1.97,58000,8,0,1,0,0
"13244",13244,0,65,1,6,1,6,2.21,80000,9,0,1,0,0
"13246",13246,0,55,0,8,0,3,2.51,88000,8,1,0,0,0
"13247",13247,0,62,1,6,1,1,1.45,74600,5,1,0,0,0
"13248",13248,0,56,1,1,0,1,1.61,43800,4,0,0,1,0
"13250",13250,0,37,1,3,1,6,3.75,126600,10,0,1,0,0
"13251",13251,0,41,1,2,1,3,4,115800,7,1,0,0,0
"13256",13256,0,38,1,2,0,1,2.07,51400,5,0,1,0,0
"13258",13258,0,54,0,2,1,2,2.16,95000,5,1,0,0,0
"13261",13261,0,65,0,2,1,5,4,117000,9,1,0,0,0
"13263",13263,0,62,1,1,1,1,2.33,44600,3,0,0,1,0
"13264",13264,0,27,0,1,1,4,1.15,73000,8,1,0,0,0
"13268",13268,0,31,1,1,1,4,1.42,61800,3,0,0,1,0
"13270",13270,0,36,0,6,0,1,1.55,42000,3,0,0,0,1
"13271",13271,0,31,1,1,0,2,3.1,50800,3,0,0,1,0
"13277",13277,0,60,0,1,1,3,4,141000,8,0,1,0,0
